NOTE: Runaway jobs are jobs that don't exist in the controller but have a start time and no end time in the database
ID|Name|Partition|Cluster|State|TimeSubmit|TimeStart|TimeEnd
32|job-biology-2|biology|stui-test-cluster|PENDING|2025-07-13T17:14:17|Unknown|Unknown
33|job-finance-2|finance|stui-test-cluster|PENDING|2025-07-13T17:14:17|Unknown|Unknown
34|job-mathematics-2|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:17|Unknown|Unknown
35|job-unallocated-2|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:17|Unknown|Unknown
36|job-general-2|general|stui-test-cluster|PENDING|2025-07-13T17:14:17|Unknown|Unknown
37|job-chemistry-2|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:17|Unknown|Unknown
38|job-physics-2|physics|stui-test-cluster|PENDING|2025-07-13T17:14:17|Unknown|Unknown
39|job-biology-2|biology|stui-test-cluster|PENDING|2025-07-13T17:14:17|Unknown|Unknown
40|job-finance-2|finance|stui-test-cluster|PENDING|2025-07-13T17:14:17|Unknown|Unknown
41|job-mathematics-2|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:17|Unknown|Unknown
42|job-unallocated-2|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:17|Unknown|Unknown
43|job-general-2|general|stui-test-cluster|PENDING|2025-07-13T17:14:17|Unknown|Unknown
44|job-chemistry-2|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
45|job-physics-2|physics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
46|job-biology-2|biology|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
47|job-finance-2|finance|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
48|job-mathematics-2|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
49|job-unallocated-2|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
50|job-general-2|general|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
51|job-chemistry-2|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
52|job-physics-2|physics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
53|job-biology-2|biology|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
54|job-finance-2|finance|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
55|job-mathematics-2|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
56|job-unallocated-2|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
57|job-general-3|general|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
58|job-chemistry-3|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
59|job-physics-3|physics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
60|job-biology-3|biology|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
61|job-finance-3|finance|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
62|job-mathematics-3|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
63|job-unallocated-3|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
64|job-general-3|general|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
65|job-chemistry-3|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
66|job-physics-3|physics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
67|job-biology-3|biology|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
68|job-finance-3|finance|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
69|job-mathematics-3|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
70|job-unallocated-3|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
71|job-general-3|general|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
72|job-chemistry-3|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
73|job-physics-3|physics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
74|job-biology-3|biology|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
75|job-finance-3|finance|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
76|job-mathematics-3|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
77|job-unallocated-3|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
78|job-general-3|general|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
79|job-chemistry-3|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
80|job-physics-3|physics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
81|job-biology-3|biology|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
82|job-finance-3|finance|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
83|job-mathematics-3|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
84|job-unallocated-3|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
85|job-general-4|general|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
86|job-chemistry-4|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
87|job-physics-4|physics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
88|job-biology-4|biology|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
89|job-finance-4|finance|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
90|job-mathematics-4|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
91|job-unallocated-4|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
92|job-general-4|general|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
93|job-chemistry-4|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
94|job-physics-4|physics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
95|job-biology-4|biology|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
96|job-finance-4|finance|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
97|job-mathematics-4|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
98|job-unallocated-4|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
99|job-general-4|general|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
100|job-chemistry-4|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
101|job-physics-4|physics|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
102|job-biology-4|biology|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
103|job-finance-4|finance|stui-test-cluster|PENDING|2025-07-13T17:14:18|Unknown|Unknown
104|job-mathematics-4|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
105|job-unallocated-4|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
106|job-general-4|general|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
107|job-chemistry-4|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
108|job-physics-4|physics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
109|job-biology-4|biology|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
110|job-finance-4|finance|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
111|job-mathematics-4|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
112|job-unallocated-4|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
113|job-general-5|general|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
114|job-chemistry-5|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
115|job-physics-5|physics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
116|job-biology-5|biology|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
117|job-finance-5|finance|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
118|job-mathematics-5|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
119|job-unallocated-5|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
120|job-general-5|general|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
121|job-chemistry-5|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
122|job-physics-5|physics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
123|job-biology-5|biology|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
124|job-finance-5|finance|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
125|job-mathematics-5|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
126|job-unallocated-5|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
127|job-general-5|general|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
128|job-chemistry-5|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
129|job-physics-5|physics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
130|job-biology-5|biology|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
131|job-finance-5|finance|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
132|job-mathematics-5|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
133|job-unallocated-5|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
134|job-general-5|general|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
135|job-chemistry-5|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
136|job-physics-5|physics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
137|job-biology-5|biology|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
138|job-finance-5|finance|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
139|job-mathematics-5|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
140|job-unallocated-5|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
141|job-general-6|general|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
142|job-chemistry-6|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
143|job-physics-6|physics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
144|job-biology-6|biology|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
145|job-finance-6|finance|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
146|job-mathematics-6|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
147|job-unallocated-6|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
148|job-general-6|general|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
149|job-chemistry-6|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
150|job-physics-6|physics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
151|job-biology-6|biology|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
152|job-finance-6|finance|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
153|job-mathematics-6|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
154|job-unallocated-6|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
155|job-general-6|general|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
156|job-chemistry-6|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
157|job-physics-6|physics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
158|job-biology-6|biology|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
159|job-finance-6|finance|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
160|job-mathematics-6|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
161|job-unallocated-6|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
162|job-general-6|general|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
163|job-chemistry-6|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
164|job-physics-6|physics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
165|job-biology-6|biology|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
166|job-finance-6|finance|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
167|job-mathematics-6|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
168|job-unallocated-6|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
169|job-general-7|general|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
170|job-chemistry-7|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
171|job-physics-7|physics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
172|job-biology-7|biology|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
173|job-finance-7|finance|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
174|job-mathematics-7|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
175|job-unallocated-7|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
176|job-general-7|general|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
177|job-chemistry-7|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
178|job-physics-7|physics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
179|job-biology-7|biology|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
180|job-finance-7|finance|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
181|job-mathematics-7|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
182|job-unallocated-7|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
183|job-general-7|general|stui-test-cluster|PENDING|2025-07-13T17:14:19|Unknown|Unknown
184|job-chemistry-7|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
185|job-physics-7|physics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
186|job-biology-7|biology|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
187|job-finance-7|finance|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
188|job-mathematics-7|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
189|job-unallocated-7|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
190|job-general-7|general|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
191|job-chemistry-7|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
192|job-physics-7|physics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
193|job-biology-7|biology|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
194|job-finance-7|finance|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
195|job-mathematics-7|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
196|job-unallocated-7|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
197|job-general-8|general|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
198|job-chemistry-8|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
199|job-physics-8|physics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
200|job-biology-8|biology|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
201|job-finance-8|finance|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
202|job-mathematics-8|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
203|job-unallocated-8|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
204|job-general-8|general|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
205|job-chemistry-8|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
206|job-physics-8|physics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
207|job-biology-8|biology|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
208|job-finance-8|finance|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
209|job-mathematics-8|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
210|job-unallocated-8|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
211|job-general-8|general|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
212|job-chemistry-8|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
213|job-physics-8|physics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
214|job-biology-8|biology|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
215|job-finance-8|finance|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
216|job-mathematics-8|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
217|job-unallocated-8|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
218|job-general-8|general|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
219|job-chemistry-8|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
220|job-physics-8|physics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
221|job-biology-8|biology|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
222|job-finance-8|finance|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
223|job-mathematics-8|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
224|job-unallocated-8|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
225|job-general-9|general|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
226|job-chemistry-9|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
227|job-physics-9|physics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
228|job-biology-9|biology|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
229|job-finance-9|finance|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
230|job-mathematics-9|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
231|job-unallocated-9|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
232|job-general-9|general|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
233|job-chemistry-9|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
234|job-physics-9|physics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
235|job-biology-9|biology|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
236|job-finance-9|finance|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
237|job-mathematics-9|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
238|job-unallocated-9|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
239|job-general-9|general|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
240|job-chemistry-9|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
241|job-physics-9|physics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
242|job-biology-9|biology|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
243|job-finance-9|finance|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
244|job-mathematics-9|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
245|job-unallocated-9|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
246|job-general-9|general|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
247|job-chemistry-9|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
248|job-physics-9|physics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
249|job-biology-9|biology|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
250|job-finance-9|finance|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
251|job-mathematics-9|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
252|job-unallocated-9|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
253|job-general-10|general|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
254|job-chemistry-10|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
255|job-physics-10|physics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
256|job-biology-10|biology|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
257|job-finance-10|finance|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
258|job-mathematics-10|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
259|job-unallocated-10|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
260|job-general-10|general|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
261|job-chemistry-10|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:20|Unknown|Unknown
262|job-physics-10|physics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
263|job-biology-10|biology|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
264|job-finance-10|finance|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
265|job-mathematics-10|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
266|job-unallocated-10|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
267|job-general-10|general|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
268|job-chemistry-10|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
269|job-physics-10|physics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
270|job-biology-10|biology|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
271|job-finance-10|finance|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
272|job-mathematics-10|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
273|job-unallocated-10|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
274|job-general-10|general|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
